"title","field_oeuvre_code_value","field_oeuvre_realisee_value","field_oeuvre_description_value","field_oeuvre_dimensions_value","field_oeuvres_elem_techniques_value","field_oeuvre_edition_value","field_oeuvre_cout_prod_value","field_oeuvre_val_assurance_value","field_oeuvre_prix_vente_value","field_oeuvre_notes_value","field_oeuvre_memo_value","field_oeuvre_emplacement_value","field_oeuvre_collection_value","field_oeuvre_cout_prod_dol_value","field_oeuvre_val_assurance_dol_value","field_oeuvre_prix_vente_dol_value","field_oeuvre_publiable_value","field_oeuvres_notice_value","field_oeuvres_legende_value","field_oeuvres_dim_feet_value","field_sous_titre_value","field_oeuvre_date_value","field_courtesy_value","field_oeuvre_adresse_web_url","category","localisation","logicel","series","filepaths"
"Nature de synthèse n°21","1998-AN-NDESYNTHESE(21)","oui",NULL,"32 x 32 x 4 cm","Impression numérique collé sur carton rigide, dans une structure en plastique nacré dont le contour est gonflable. Présence d'une valve pour le gonflage/dégonflage.","Oeuvre unique",NULL,NULL,NULL,NULL,NULL,"x",NULL,NULL,NULL,NULL,"non",NULL,NULL,"12,60 x 12,60 x 1,60 inch",NULL,1998,NULL,NULL,"Gonflables","Inconnue",NULL,"Autre nature",NULL
"Nature de synthèse n°22","1998-AN-NDESYNTHESE(22)","oui",NULL,"32 x 32 x 4 cm","Impression numérique collé sur carton rigide, dans une structure en plastique nacré dont le contour est gonflable. Présence d'une valve pour le gonflage/dégonflage.
","Oeuvre unique",NULL,NULL,NULL,NULL,NULL,"x",NULL,NULL,NULL,NULL,"non",NULL,NULL,"12,60 x 12,60 x 1,60 inch",NULL,1998,NULL,NULL,"Gonflables","Inconnue",NULL,"Autre nature",NULL
"Nature de synthèse n°23","1998-AN-NDESYNTHESE(23)","oui",NULL,"32 x 32 x 4 cm","Impression numérique collé sur carton rigide, dans une structure en plastique nacré dont le contour est gonflable. Présence d'une valve pour le gonflage/dégonflage.
","Oeuvre unique",NULL,NULL,NULL,NULL,NULL,"x",NULL,NULL,NULL,NULL,"non",NULL,NULL,"12,60 x 12,60 x 1,60 inch",NULL,1998,NULL,NULL,"Gonflables","Inconnue",NULL,"Autre nature",NULL
"Nature de synthèse n°24","1998-AN-NDESYNTHESE(24)","oui",NULL,"32 x 32 x 4 cm","Impression numérique collé sur carton rigide, dans une structure en plastique nacré dont le contour est gonflable. Présence d'une valve pour le gonflage/dégonflage.
","Oeuvre unique",NULL,NULL,NULL,NULL,NULL,"x",NULL,NULL,NULL,NULL,"non",NULL,NULL,"12,60 x 12,60 x 1,60 inch",NULL,1998,NULL,NULL,"Gonflables","Inconnue",NULL,"Autre nature",NULL
"Nature de synthèse n°25","1998-AN-NDESYNTHESE(25)","oui",NULL,"32 x 32 x 4 cm","Impression numérique collé sur carton rigide, dans une structure en plastique nacré dont le contour est gonflable. Présence d'une valve pour le gonflage/dégonflage.
","Oeuvre unique",NULL,NULL,NULL,NULL,NULL,"x",NULL,NULL,NULL,NULL,"non",NULL,NULL,"12,60 x 12,60 x 1,60 inch",NULL,1998,NULL,NULL,"Gonflables","Inconnue",NULL,"Autre nature",NULL
"Nature de synthèse n°26","1998-AN-NDESYNTHESE(26)","oui",NULL,"32 x 32 x 4 cm","Impression numérique collé sur carton rigide, dans une structure en plastique nacré dont le contour est gonflable. Présence d'une valve pour le gonflage/dégonflage.
","Oeuvre unique",NULL,NULL,NULL,NULL,NULL,"x",NULL,NULL,NULL,NULL,"non",NULL,NULL,"12,60 x 12,60 x 1,60 inch",NULL,1998,NULL,NULL,"Gonflables","Inconnue",NULL,"Autre nature",NULL
"Nature de synthèse n°27","1998-AN-NDESYNTHESE(27)","oui",NULL,"32 x 32 x 4 cm","Impression numérique collé sur carton rigide, dans une structure en plastique nacré dont le contour est gonflable. Présence d'une valve pour le gonflage/dégonflage.
","Oeuvre unique",NULL,NULL,NULL,NULL,NULL,"x",NULL,NULL,NULL,NULL,"non",NULL,NULL,"12,60 x 12,60 x 1,60 inch",NULL,1998,NULL,NULL,"Gonflables","Inconnue",NULL,"Autre nature",NULL
"Nature de synthèse n°28","1998-AN-NDESYNTHESE(28)","oui",NULL,"32 x 32 x 4 cm","Impression numérique collé sur carton rigide, dans une structure en plastique nacré dont le contour est gonflable. Présence d'une valve pour le gonflage/dégonflage.
","Oeuvre unique",NULL,NULL,NULL,NULL,NULL,"x",NULL,NULL,NULL,NULL,"non",NULL,NULL,"12,60 x 12,60 x 1,60 inch",NULL,1998,NULL,NULL,"Gonflables","Inconnue",NULL,"Autre nature",NULL
"Nature de synthèse n°29","1998-AN-NDESYNTHESE(29)","oui",NULL,"32 x 32 x 4 cm","Impression numérique collé sur carton rigide, dans une structure en plastique nacré dont le contour est gonflable. Présence d'une valve pour le gonflage/dégonflage.
","Oeuvre unique",NULL,NULL,NULL,NULL,NULL,"x",NULL,NULL,NULL,NULL,"non",NULL,NULL,"12,60 x 12,60 x 1,60 inch",NULL,1998,NULL,NULL,"Gonflables","Inconnue",NULL,"Autre nature",NULL
"Nature de synthèse n°3","1998-AN-NDESYNTHESE(3)","oui",NULL,"32 x 32 x 4 cm","Impression numérique collé sur carton rigide, dans une structure en plastique nacré dont le contour est gonflable. Présence d'une valve pour le gonflage/dégonflage.
","Oeuvre unique",NULL,NULL,NULL,NULL,NULL,"x",NULL,NULL,NULL,NULL,"non",NULL,NULL,"12,60 x 12,60 x 1,60 inch",NULL,1998,NULL,NULL,"Gonflables","Inconnue",NULL,"Autre nature",NULL
"Nature de synthèse n°30","1998-AN-NDESYNTHESE(30)","oui",NULL,"32 x 32 x 4 cm","Impression numérique collé sur carton rigide, dans une structure en plastique nacré dont le contour est gonflable. Présence d'une valve pour le gonflage/dégonflage.
","Oeuvre unique",NULL,NULL,NULL,NULL,NULL,"x",NULL,NULL,NULL,NULL,"non",NULL,NULL,"12,60 x 12,60 x 1,60 inch",NULL,1998,NULL,NULL,"Gonflables","Inconnue",NULL,"Autre nature",NULL
"Nature de synthèse n°31","1998-AN-NDESYNTHESE(31)","oui",NULL,"32 x 32 x 4 cm","Impression numérique collé sur carton rigide, dans une structure en plastique nacré dont le contour est gonflable. Présence d'une valve pour le gonflage/dégonflage.
","Oeuvre unique",NULL,NULL,NULL,NULL,NULL,"x",NULL,NULL,NULL,NULL,"non",NULL,NULL,"12,60 x 12,60 x 1,60 inch",NULL,1998,NULL,NULL,"Gonflables","Inconnue",NULL,"Autre nature",NULL
"Nature de synthèse n°32","1998-AN-NDESYNTHESE(32)","oui",NULL,"32 x 32 x 4 cm","Impression numérique collé sur carton rigide, dans une structure en plastique nacré dont le contour est gonflable. Présence d'une valve pour le gonflage/dégonflage.
","Oeuvre unique",NULL,NULL,NULL,NULL,NULL,"x",NULL,NULL,NULL,NULL,"non",NULL,NULL,"12,60 x 12,60 x 1,60 inch",NULL,1998,NULL,NULL,"Gonflables","Inconnue",NULL,"Autre nature",NULL
"Nature de synthèse n°33","1998-AN-NDESYNTHESE(33)","oui",NULL,"32 x 32 x 4 cm","Impression numérique collé sur carton rigide, dans une structure en plastique nacré dont le contour est gonflable. Présence d'une valve pour le gonflage/dégonflage.
","Oeuvre unique",NULL,NULL,NULL,NULL,NULL,"x",NULL,NULL,NULL,NULL,"non",NULL,NULL,"12,60 x 12,60 x 1,60 inch",NULL,1998,NULL,NULL,"Gonflables","Inconnue",NULL,"Autre nature",NULL
"Nature de synthèse n°34","1998-AN-NDESYNTHESE(34)","oui",NULL,"32 x 32 x 4 cm","Impression numérique collé sur carton rigide, dans une structure en plastique nacré dont le contour est gonflable. Présence d'une valve pour le gonflage/dégonflage.
","Oeuvre unique",NULL,NULL,NULL,NULL,NULL,"x",NULL,NULL,NULL,NULL,"non",NULL,NULL,"12,60 x 12,60 x 1,60 inch",NULL,1998,NULL,NULL,"Gonflables","Inconnue",NULL,"Autre nature",NULL
"Nature de synthèse n°35","1998-AN-NDESYNTHESE(35)","oui",NULL,"32 x 32 x 4 cm","Impression numérique collé sur carton rigide, dans une structure en plastique nacré dont le contour est gonflable. Présence d'une valve pour le gonflage/dégonflage.
","Oeuvre unique",NULL,NULL,NULL,NULL,NULL,"x",NULL,NULL,NULL,NULL,"non",NULL,NULL,"12,60 x 12,60 x 1,60 inch",NULL,1998,NULL,NULL,"Gonflables","Inconnue",NULL,"Autre nature",NULL
"Nature de synthèse n°36","1998-AN-NDESYNTHESE(36)","oui",NULL,"32 x 32 x 4 cm","Impression numérique collé sur carton rigide, dans une structure en plastique nacré dont le contour est gonflable. Présence d'une valve pour le gonflage/dégonflage.
","Oeuvre unique",NULL,NULL,NULL,NULL,NULL,"x",NULL,NULL,NULL,NULL,"non",NULL,NULL,"12,60 x 12,60 x 1,60 inch",NULL,1998,NULL,NULL,"Gonflables","Inconnue",NULL,"Autre nature",NULL
"Nature de synthèse n°4","1998-AN-NDESYNTHESE(4)","oui",NULL,"32 x 32 x 4 cm","Impression numérique collé sur carton rigide, dans une structure en plastique nacré dont le contour est gonflable. Présence d'une valve pour le gonflage/dégonflage.
","Oeuvre unique",NULL,NULL,NULL,NULL,NULL,"x",NULL,NULL,NULL,NULL,"non",NULL,NULL,"12,60 x 12,60 x 1,60 inch",NULL,1998,NULL,NULL,"Gonflables","Inconnue",NULL,"Autre nature",NULL
"Nature de synthèse n°5","1998-AN-NDESYNTHESE(5)","oui",NULL,"32 x 32 x 4 cm","Impression numérique collé sur carton rigide, dans une structure en plastique nacré dont le contour est gonflable. Présence d'une valve pour le gonflage/dégonflage.
","Oeuvre unique",NULL,NULL,NULL,NULL,NULL,"x",NULL,NULL,NULL,NULL,"non",NULL,NULL,"12,60 x 12,60 x 1,60 inch",NULL,1998,NULL,NULL,"Gonflables","Inconnue",NULL,"Autre nature",NULL
"Nature de synthèse n°6","1998-AN-NDESYNTHESE(6)","oui",NULL,"32 x 32 x 4 cm","Impression numérique collé sur carton rigide, dans une structure en plastique nacré dont le contour est gonflable. Présence d'une valve pour le gonflage/dégonflage.
","Oeuvre unique",NULL,NULL,NULL,NULL,NULL,"x",NULL,NULL,NULL,NULL,"non",NULL,NULL,"12,60 x 12,60 x 1,60 inch",NULL,1998,NULL,NULL,"Gonflables","Inconnue",NULL,"Autre nature",NULL
"Nature de synthèse n°7","1998-AN-NDESYNTHESE(7)","oui",NULL,"32 x 32 x 4 cm","Impression numérique collé sur carton rigide, dans une structure en plastique nacré dont le contour est gonflable. Présence d'une valve pour le gonflage/dégonflage.
","Oeuvre unique",NULL,NULL,NULL,NULL,NULL,"x",NULL,NULL,NULL,NULL,"non",NULL,NULL,"12,60 x 12,60 x 1,60 inch",NULL,1998,NULL,NULL,"Gonflables","Inconnue",NULL,"Autre nature",NULL
"Nature de synthèse n°8","1998-AN-NDESYNTHESE(8)","oui",NULL,"32 x 32 x 4 cm","Impression numérique collé sur carton rigide, dans une structure en plastique nacré dont le contour est gonflable. Présence d'une valve pour le gonflage/dégonflage.
","Oeuvre unique",NULL,NULL,NULL,NULL,NULL,"x",NULL,NULL,NULL,NULL,"non",NULL,NULL,"12,60 x 12,60 x 1,60 inch",NULL,1998,NULL,NULL,"Gonflables","Inconnue",NULL,"Autre nature",NULL
"Nature de synthèse n°9","1998-AN-NDESYNTHESE(9)","oui",NULL,"32 x 32 x 4 cm","Impression numérique collé sur carton rigide, dans une structure en plastique nacré dont le contour est gonflable. Présence d'une valve pour le gonflage/dégonflage.
","Oeuvre unique",NULL,NULL,NULL,NULL,NULL,"x",NULL,NULL,NULL,NULL,"non",NULL,NULL,"12,60 x 12,60 x 1,60 inch",NULL,1998,NULL,NULL,"Gonflables","Inconnue",NULL,"Autre nature",NULL
"Pensée numérique \"Nature liquide\"  (1)","1998-AN-NLIQUIDE(1)","oui",NULL,"32 x 32 x 4 cm","Impression numérique collé sur carton rigide, dans une structure en plastique orange dont le contour est gonflable. Présence d'une valve pour le gonflage/dégonflage.
","Oeuvre unique",NULL,NULL,NULL,NULL,NULL,"x",NULL,NULL,NULL,NULL,"non",NULL,NULL,"12,60 x 12,60 x 1,60 inch",NULL,1998,NULL,NULL,"Gonflables","Inconnue",NULL,"Autre nature",NULL
"Pensée numérique \"Nature liquide\" (10)","1998-AN-NLIQUIDE(10)","oui",NULL,"32 x 32 x 4 cm","Impression numérique collé sur carton rigide, dans une structure en plastique orange dont le contour est gonflable. Présence d'une valve pour le gonflage/dégonflage.","Oeuvre unique",NULL,NULL,NULL,NULL,NULL,"La Fabrika, Ivry-sur-Seine, Bâtiment Jean Jaurès (Salle 1, Etagère 1: R3, L2)",NULL,NULL,NULL,NULL,"non",NULL,NULL,"12,60 x 12,60 x 1,60 inch",NULL,1998,NULL,NULL,"Gonflables","Atelier",NULL,"Autre nature",NULL
"Pensée numérique \"Nature liquide\" (11)","1998-AN-NLIQUIDE(11)","oui",NULL,"32 x 32 x 4 cm","Impression numérique collé sur carton rigide, dans une structure en plastique orange dont le contour est gonflable. Présence d'une valve pour le gonflage/dégonflage.","Oeuvre unique",NULL,NULL,NULL,NULL,NULL,"La Fabrika, Ivry-sur-Seine, Bâtiment Jean Jaurès (Salle 1, Etagère 1: R3, L2)",NULL,NULL,NULL,NULL,"non",NULL,NULL,"12,60 x 12,60 x 1,60 inch",NULL,1998,NULL,NULL,"Gonflables","Atelier",NULL,"Autre nature",NULL
"Pensée numérique \"Nature liquide\" (12)","1998-AN-NLIQUIDE(12)","oui",NULL,"32 x 32 x 4 cm","Impression numérique collé sur carton rigide, dans une structure en plastique orange dont le contour est gonflable. Présence d'une valve pour le gonflage/dégonflage.","Oeuvre unique",NULL,NULL,NULL,NULL,NULL,"x",NULL,NULL,NULL,NULL,"non",NULL,NULL,"12,60 x 12,60 x 1,60 inch",NULL,1998,NULL,NULL,"Gonflables","Inconnue",NULL,"Autre nature",NULL
"Pensée numérique \"Nature liquide\" (13)","1998-AN-NLIQUIDE(13)","oui",NULL,"32 x 32 x 4 cm","Impression numérique collé sur carton rigide, dans une structure en plastique orange dont le contour est gonflable. Présence d'une valve pour le gonflage/dégonflage.","Oeuvre unique",NULL,NULL,NULL,NULL,NULL,"x",NULL,NULL,NULL,NULL,"non",NULL,NULL,"12,60 x 12,60 x 1,60 inch",NULL,1998,NULL,NULL,"Gonflables","Inconnue",NULL,"Autre nature",NULL
"Pensée numérique \"Nature liquide\" (14)","1998-AN-NLIQUIDE(14)","oui",NULL,"32 x 32 x 4 cm","Impression numérique collé sur carton rigide, dans une structure en plastique orange dont le contour est gonflable. Présence d'une valve pour le gonflage/dégonflage.
","Oeuvre unique",NULL,NULL,NULL,NULL,NULL,"x",NULL,NULL,NULL,NULL,"non",NULL,NULL,"12,60 x 12,60 x 1,60 inch",NULL,1998,NULL,NULL,"Gonflables","Inconnue",NULL,"Autre nature",NULL
"Pensée numérique \"Nature liquide\" (15)","1998-AN-NLIQUIDE(15)","oui",NULL,"32 x 32 x 4 cm","Impression numérique collé sur carton rigide, dans une structure en plastique orange dont le contour est gonflable. Présence d'une valve pour le gonflage/dégonflage.
","Oeuvre unique",NULL,NULL,NULL,NULL,NULL,"x",NULL,NULL,NULL,NULL,"non",NULL,NULL,"12,60 x 12,60 x 1,60 inch",NULL,1998,NULL,NULL,"Gonflables","Inconnue",NULL,"Autre nature",NULL
"Pensée numérique \"Nature liquide\" (16)","1998-AN-NLIQUIDE(16)","oui",NULL,"32 x 32 x 4 cm","Impression numérique collé sur carton rigide, dans une structure en plastique orange dont le contour est gonflable. Présence d'une valve pour le gonflage/dégonflage.
","Oeuvre unique",NULL,NULL,NULL,NULL,NULL,"x",NULL,NULL,NULL,NULL,"non",NULL,NULL,"12,60 x 12,60 x 1,60 inch",NULL,1998,NULL,NULL,"Gonflables","Inconnue",NULL,"Autre nature",NULL
"Pensée numérique \"Nature liquide\" (18)","1998-AN-NLIQUIDE(18)","oui",NULL,"32 x 32 x 4 cm","Impression numérique collé sur carton rigide, dans une structure en plastique orange dont le contour est gonflable. Présence d'une valve pour le gonflage/dégonflage.
","Oeuvre unique",NULL,NULL,NULL,NULL,NULL,"x",NULL,NULL,NULL,NULL,"non",NULL,NULL,"12,60 x 12,60 x 1,60 inch",NULL,1998,NULL,NULL,"Gonflables","Inconnue",NULL,"Autre nature",NULL
"Pensée numérique \"Nature liquide\" (19)","1998-AN-NLIQUIDE(19)","oui",NULL,"32 x 32 x 4 cm","Impression numérique collé sur carton rigide, dans une structure en plastique orange dont le contour est gonflable. Présence d'une valve pour le gonflage/dégonflage.
","Oeuvre unique",NULL,NULL,NULL,NULL,NULL,"x",NULL,NULL,NULL,NULL,"non",NULL,NULL,"12,60 x 12,60 x 1,60 inch",NULL,1998,NULL,NULL,"Gonflables","Inconnue",NULL,"Autre nature",NULL
"Pensée numérique \"Nature liquide\" (2)","1998-AN-NLIQUIDE(2)","oui",NULL,"32 x 32 x 4 cm","Impression numérique collé sur carton rigide, dans une structure en plastique orange dont le contour est gonflable. Présence d'une valve pour le gonflage/dégonflage.","Oeuvre unique",NULL,NULL,NULL,NULL,NULL,"Ivry sur Seine","Collection de l'artiste",NULL,NULL,NULL,"non",NULL,NULL,"12,60 x 12,60 x 1,60 inch",NULL,1998,NULL,NULL,"Gonflables","Atelier",NULL,"Autre nature",NULL
"Pensée numérique \"Nature liquide\" (20)","1998-AN-NLIQUIDE(20)","oui",NULL,"32 x 32 x 4 cm","Impression numérique collé sur carton rigide, dans une structure en plastique orange dont le contour est gonflable. Présence d'une valve pour le gonflage/dégonflage.
","Oeuvre unique",NULL,NULL,NULL,NULL,NULL,"x",NULL,NULL,NULL,NULL,"non",NULL,NULL,"12,60 x 12,60 x 1,60 inch",NULL,1998,NULL,NULL,"Gonflables","Inconnue",NULL,"Autre nature",NULL
"Pensée numérique \"Nature liquide\" (21)","1998-AN-NLIQUIDE(21)","oui",NULL,"32 x 32 x 4 cm","Impression numérique collé sur carton rigide, dans une structure en plastique orange dont le contour est gonflable. Présence d'une valve pour le gonflage/dégonflage.
","Oeuvre unique",NULL,NULL,NULL,NULL,NULL,"x",NULL,NULL,NULL,NULL,"non",NULL,NULL,"12,60 x 12,60 x 1,60 inch",NULL,1998,NULL,NULL,"Gonflables","Inconnue",NULL,"Autre nature",NULL
"Pensée numérique \"Nature liquide\" (22)","1998-AN-NLIQUIDE(22)","oui",NULL,"32 x 32 x 4 cm","Impression numérique collé sur carton rigide, dans une structure en plastique orange dont le contour est gonflable. Présence d'une valve pour le gonflage/dégonflage.
","Oeuvre unique",NULL,NULL,NULL,NULL,NULL,"x",NULL,NULL,NULL,NULL,"non",NULL,NULL,"12,60 x 12,60 x 1,60 inch",NULL,1998,NULL,NULL,"Gonflables","Inconnue",NULL,"Autre nature",NULL
"Pensée numérique \"Nature liquide\" (23)","1998-AN-NLIQUIDE(23)","oui",NULL,"32 x 32 x 4 cm","Impression numérique collé sur carton rigide, dans une structure en plastique orange dont le contour est gonflable. Présence d'une valve pour le gonflage/dégonflage.
","Oeuvre unique",NULL,NULL,NULL,NULL,NULL,"x",NULL,NULL,NULL,NULL,"non",NULL,NULL,"12,60 x 12,60 x 1,60 inch",NULL,1998,NULL,NULL,"Gonflables","Inconnue",NULL,"Autre nature",NULL
"Pensée numérique \"Nature liquide\" (24)","1998-AN-NLIQUIDE(24)","oui",NULL,"32 x 32 x 4 cm","Impression numérique collé sur carton rigide, dans une structure en plastique orange dont le contour est gonflable. Présence d'une valve pour le gonflage/dégonflage.
","Oeuvre unique",NULL,NULL,NULL,NULL,NULL,"La Fabrika, Ivry-sur-Seine, Bâtiment Jean Jaurès (Salle 1, Etagère 1: R3, L2)",NULL,NULL,NULL,NULL,"non",NULL,NULL,"12,60 x 12,60 x 1,60 inch",NULL,1998,NULL,NULL,"Gonflables","Atelier",NULL,"Autre nature",NULL
"Pensée numérique \"Nature liquide\" (25)","1998-AN-NLIQUIDE(25)","oui",NULL,"32 x 32 x 4 cm","Impression numérique collé sur carton rigide, dans une structure en plastique orange dont le contour est gonflable. Présence d'une valve pour le gonflage/dégonflage.
","Oeuvre unique",NULL,NULL,NULL,NULL,NULL,"La Fabrika, Ivry-sur-Seine, Bâtiment Jean Jaurès (Salle 1, Etagère 1: R3, L2)",NULL,NULL,NULL,NULL,"non",NULL,NULL,"12,60 x 12,60 x 1,60 inch",NULL,1998,NULL,NULL,"Gonflables","Atelier",NULL,"Autre nature",NULL
"Pensée numérique \"Nature liquide\" (26)","1998-AN-NLIQUIDE(26)","oui",NULL,"32 x 32 x 4 cm","Impression numérique collé sur carton rigide, dans une structure en plastique orange dont le contour est gonflable. Présence d'une valve pour le gonflage/dégonflage.
","Oeuvre unique",NULL,NULL,NULL,NULL,NULL,"x",NULL,NULL,NULL,NULL,"non",NULL,NULL,"12,60 x 12,60 x 1,60 inch",NULL,1998,NULL,NULL,"Gonflables","Inconnue",NULL,"Autre nature",NULL
"Pensée numérique \"Nature liquide\" (28)","1998-AN-NLIQUIDE(28)","oui",NULL,"32 x 32 x 4 cm","Impression numérique collé sur carton rigide, dans une structure en plastique orange dont le contour est gonflable. Présence d'une valve pour le gonflage/dégonflage.
","Oeuvre unique",NULL,NULL,NULL,NULL,NULL,"x",NULL,NULL,NULL,NULL,"non",NULL,NULL,"12,60 x 12,60 x 1,60 inch",NULL,1998,NULL,NULL,"Gonflables","Inconnue",NULL,"Autre nature",NULL
"Pensée numérique \"Nature liquide\" (29)","1998-AN-NLIQUIDE(29)","oui",NULL,"32 x 32 x 4 cm","Impression numérique collé sur carton rigide, dans une structure en plastique orange dont le contour est gonflable. Présence d'une valve pour le gonflage/dégonflage.
","Oeuvre unique",NULL,NULL,NULL,NULL,NULL,"x",NULL,NULL,NULL,NULL,"non",NULL,NULL,"12,60 x 12,60 x 1,60 inch",NULL,1998,NULL,NULL,"Gonflables","Inconnue",NULL,"Autre nature",NULL
"Pensée numérique \"Nature liquide\" (3)","1998-AN-NLIQUIDE(3)","oui",NULL,"32 x 32 x 4 cm","Impression numérique collé sur carton rigide, dans une structure en plastique orange dont le contour est gonflable. Présence d'une valve pour le gonflage/dégonflage.","Oeuvre unique",NULL,NULL,NULL,NULL,NULL,"x",NULL,NULL,NULL,NULL,"non",NULL,NULL,"12,60 x 12,60 x 1,60 inch",NULL,1998,NULL,NULL,"Gonflables","Inconnue",NULL,"Autre nature",NULL
"Pensée numérique \"Nature liquide\" (30)","1998-AN-NLIQUIDE(30)","oui",NULL,"32 x 32 x 4 cm","Impression numérique collé sur carton rigide, dans une structure en plastique orange dont le contour est gonflable. Présence d'une valve pour le gonflage/dégonflage.
","Oeuvre unique",NULL,NULL,NULL,NULL,NULL,"x",NULL,NULL,NULL,NULL,"non",NULL,NULL,"12,60 x 12,60 x 1,60 inch",NULL,1998,NULL,NULL,"Gonflables","Inconnue",NULL,"Autre nature",NULL
"Pensée numérique \"Nature liquide\" (31)","1998-AN-NLIQUIDE(31)","oui",NULL,"32 x 32 x 4 cm","Impression numérique collé sur carton rigide, dans une structure en plastique orange dont le contour est gonflable. Présence d'une valve pour le gonflage/dégonflage.
","Oeuvre unique",NULL,NULL,NULL,NULL,NULL,"x",NULL,NULL,NULL,NULL,"non",NULL,NULL,"12,60 x 12,60 x 1,60 inch",NULL,1998,NULL,NULL,"Gonflables","Inconnue",NULL,"Autre nature",NULL
