"title","field_expo_lieu_value","field_expo_type_value","field_expo_dates_value","field_expo_dates_value2","field_expo_curator_value","field_expo_code_value","filepaths"
"Hold the line","Galerie Seine 51, Paris (FRA)","groupe","2010-01-01T00:00:00","2010-01-01T00:00:00",NULL,"2010-E-PARIS51SEINE",NULL
"Homage to Denise René","Espace Expression, Miami ","groupe","2013-12-03T00:00:00","2014-03-29T00:00:00",NULL,"2013-E-MIAMIEE",NULL
"Hommes et femmes de l'espace","La Coupole, Centre d'Histoire et de Mémoire du Nord-Pas-de-Calais","groupe","2011-04-12T00:00:00","2011-12-18T00:00:00","Bruno Decriem","2011-E-PASDECALAIS",NULL
"Hortus 2.0","Musée Louis Vouland, 17 rue Vicotr Hugo, 84000 Avignon (FRA)","groupe","2017-06-02T00:00:00","2017-08-27T00:00:00","Organisé par l'EDIS pour l'Art","2017-E-AVIGNON",NULL
"Hybride Art - Codes - Barres","Musée Français de la Carte à Jouer, Issy-les-Moulineaux (FRA)","groupe","2003-01-01T00:00:00","2003-01-01T00:00:00",NULL,"2003-E-ISSYLESMOULINEAUX",NULL
"Icono. L'Image de synthèse point par point","Le Grand Hornu, Mons (BEL)","groupe","1994-01-01T00:00:00","1994-01-01T00:00:00",NULL,"1994-E-MONS",NULL
"Iconomania","Maif Social Club, 37 rue de Turenne, 7503 - Paris (FRA)","groupe","2017-01-13T00:00:00","2017-03-31T00:00:00","Florence Guinneau-Joie","2017-E-PARISMAIF",NULL
"Il était une fois…","Galerie Numeriscausa, Paris (FRA)","groupe","2007-01-01T00:00:00","2007-01-01T00:00:00",NULL,"2007-E-PARISNUMERISCAUSA",NULL
"Illusion Natur","Museum Sinclair-Haus, Bad Homburg v. d. Höhe (D)","groupe","2019-11-10T00:00:00","2020-02-02T00:00:00",NULL,"2019-E-BADHOMBURG",NULL
"Images du futur","Cité des arts et des nouvelles technologies, Montréal","groupe","1986-01-01T00:00:00","1986-01-01T00:00:00",NULL,"1986-E-MONTREAL",NULL
"Images furtives","Abbaye du Ronceray, Angers (FRA)","groupe","2000-10-06T00:00:00","2000-11-12T00:00:00","Claudine Chevalier, action culturelle","2000-E-ANGERS",NULL
"Images nouvelles","Granit, Centre d'art contemporain, 1 fg de Montbéliard 90000, Belfort","perso","1987-01-17T00:00:00","1987-03-10T00:00:00","Etienne Gamelon","1987-E-BELFORT","sites/default/files/media/images/1987-e-belfortv.png,sites/default/files/media/images/1987-e-belfort-d.jpg,sites/default/files/media/images/1987-e-belfort-c.jpg,sites/default/files/media/images/1987-e-belfort-b.jpg,sites/default/files/media/images/1987-e-belfort-a.jpg"
"Immaterial / Re-material: A Brief History of Computing Art","UCCA Center for Contemporary Art, Beijing (CHINE)","groupe","2020-09-29T00:00:00","2021-01-17T00:00:00","Jérôme Neutres","2020-E-BEIJING","sites/default/files/media/images/whzlpwcw.jpeg,sites/default/files/media/images/330399-4aaace-d1542a.banner.jpg"
"Impression 3D","Le lieu du design, 11 rue de Cambrais, 75019 Paris (FRA)","groupe","2016-04-01T00:00:00","2016-07-09T00:00:00","François Brument","2016-E-PARIS(USINEDUFUTUR)",NULL
"In port in situ","Château-Musée, Boulogne sur Mer (FRA)","groupe","2002-01-01T00:00:00","2002-01-01T00:00:00",NULL,"2002-E-BOULOGNESURMER1",NULL
"In-Out/Paradis artificiels","Domaine régional de Chaumont, 41150 Chaumont-sur-Loire","perso","2017-04-01T00:00:00","2017-11-02T00:00:00",NULL,"2017-E-IN-OUT/CHAUMONT",NULL
"Inkjet","Galerie Box, Ostende (BEL)","groupe","2004-01-01T00:00:00","2004-01-01T00:00:00",NULL,"2004-E-OSTENDE",NULL
"Inside, Art and Science","Cordoaria Nacional, Rua Da Junqueira 342, Lisbonne (POR)","groupe","2009-09-24T00:00:00","2009-11-24T00:00:00","Torreão Nascente da Cordoaria Nacional","2009-E-LISBONNE",NULL
"Institut Français","Institut Français, Londres","groupe","1983-01-01T00:00:00","1983-01-01T00:00:00",NULL,"1983-E-LONDRES",NULL
"Intangible Space","Galerie Puerta Roja, 1/F SOHO 189 Art Lane, 189 Queen’s Road West, Sheung Wan, Hong Kong (HKG)","groupe","2016-05-12T00:00:00","2016-06-30T00:00:00","Galerie Puerta Roja","2016-E-HONGKONG(INTSPACE)","sites/default/files/media/images/2016-e-hongkongintspace5.png,sites/default/files/media/images/2016-e-hongkongintspace4.png,sites/default/files/media/images/2016-e-hongkongintspace2_0.png,sites/default/files/media/images/2016-e-hongkongintspace3.png,sites/default/files/media/images/2016-e-hongkongintspace1_0.png"
"Interconnexion FRANKFURT","Galerie Jade, Colmar - International art fair, Frankfurt","perso","1989-04-21T00:00:00","1989-04-26T00:00:00","Galerie Jade, Colmar","1989-E-FRANKFURT",NULL
"Interconnexions LEVALLOIS","Centre d'art contemporain La Base, Levallois-Perret (FRA)","perso","1990-03-30T00:00:00","1990-05-06T00:00:00","Centre d'art contemporain La Base","1990-E-LEVALLOISPERRETBASE",NULL
"Interface","Galerie Karin Sachs, Buttermelcherstr. 16, 8000 München 5","perso","1993-01-27T00:00:00","1993-02-27T00:00:00","Karin Sachs","1993-E-MUENCHENSACHS","sites/default/files/media/images/1993-e-munchenvitv.jpg"
"Interface","Hôpital Ephémère, 2 rue Carpeaux, 75018 Paris (FRA)","perso","1992-06-19T00:00:00","1992-07-19T00:00:00",NULL,"1992-E-PARISHOPITAL","sites/default/files/media/images/1992-e-parishopital.jpg,sites/default/files/media/images/1992-e-parisephemerev.jpg"
"Interférences","Nex & Com Santé, 27-29 rue des poissonniers - 92200 Neuilly-sur-Seine (FRA)","perso","1999-03-18T00:00:00","1999-09-20T00:00:00",NULL,"1999-E-NEUILLYSURSEINE",NULL
"International art exposition","Galerie Jade, Chicago (USA)","groupe","1990-01-01T00:00:00","1990-01-01T00:00:00",NULL,"1990-E-CHICAGO",NULL
"International art fair","Galerie Jade, Basel (CHE)","groupe","1990-01-01T00:00:00","1990-01-01T00:00:00",NULL,"1990-E-BASEL",NULL
"International art fair","Galerie Jade, Frankfurt (DEU)","groupe","1990-01-01T00:00:00","1990-01-01T00:00:00",NULL,"1990-E-FRANKFURT",NULL
"ISEA 2000","Espace Landowski, Boulogne-Billancourt (FRA)","groupe","2000-01-01T00:00:00","2000-01-01T00:00:00",NULL,"2000-E-BOULOGNEBILLANCOURT",NULL
"Itinéraire 90","Hôtel de Ville, Levallois-Perret (FRA)","groupe","1990-01-01T00:00:00","1990-01-01T00:00:00",NULL,"1990-E-LEVALLOISPERRETHVILLE",NULL
"Ivry","Atelier Ivry","perso","1950-01-01T00:00:00","1950-01-01T00:00:00","-","2010-E-IVRYVBINAIRE","sites/default/files/media/images/2010-e-ivryvbinaire-4.jpg,sites/default/files/media/images/2010-e-ivryvbinaire-3.jpg,sites/default/files/media/images/2010-e-ivryvbinaire-2.jpg,sites/default/files/media/images/2010-e-ivryvbinaire-1.jpg"
"Jardins demain","Hôtel de ville, Paris (FRA)","groupe","2007-01-01T00:00:00","2007-01-01T00:00:00",NULL,"2007-E-PARISHDEVILLE","sites/default/files/media/images/2007-e-parishdeville-1.jpg,sites/default/files/media/images/2007-e-parishdeville-2.jpg"
"Joint venture","AT Kearney, Paris (FRA)","groupe","2001-01-01T00:00:00","2001-01-01T00:00:00",NULL,"2001-E-PARISKEARNEY",NULL
"Kinetic Fields","Opera gallery, 791 Madison Avenue, New York, NY 10065 (USA)","groupe","2017-02-01T00:00:00","2017-02-05T00:00:00","Opera Gallery","2017-E-OPERANEWYORK",NULL
"Kosice","Kosice","perso","1950-01-01T00:00:00","1950-01-01T00:00:00",NULL,"2011-E-KOSICE","sites/default/files/media/images/2011-e-kosice-4_0.jpg,sites/default/files/media/images/2011-e-kosice-3_0.jpg,sites/default/files/media/images/2011-e-kosice-2_0.jpg,sites/default/files/media/images/2011-e-kosice-1_0.jpg"
"L'Art à la plage","Galerie Navarra, Saint-Tropez (FRA)","groupe","1994-01-01T00:00:00","1994-01-01T00:00:00",NULL,"1994-E-STTROPEZ",NULL
"L'Art décodé","Galerie Stéphane de Beyrie, Paris (FRA)","groupe","1990-01-01T00:00:00","1990-01-01T00:00:00",NULL,"1990-E-PARISBEYRIE",NULL
"L'Art emmêlé","Hôtel de Ville, Paris (FRA)","groupe","2003-01-01T00:00:00","2003-01-01T00:00:00",NULL,"2003-E-PARISHVILLE",NULL
"L'art vidéo","Musée du Château, Montbéliard","groupe","1988-01-01T00:00:00","1988-01-01T00:00:00","-","1988-E-MONTBELIARDCHATEAU",NULL
"L'envolée du courrier","Atelier Ivry","perso","1950-01-01T00:00:00","1950-01-01T00:00:00","-","2008-E-IVRYENVOLEE","sites/default/files/media/images/2008-e-ivryenvolee-1.jpg,sites/default/files/media/images/2008-e-ivryenvolee-2.jpg,sites/default/files/media/images/2008-e-ivryenvolee-3.jpg,sites/default/files/media/images/2008-e-ivryenvolee-4.jpg,sites/default/files/media/images/2008-e-ivryenvolee-5.jpg,sites/default/files/media/images/2008-e-ivryenvolee-6.jpg"
"L'Estampe en France","Cultural center inter-american development bank, Washington (USA)","groupe","1999-01-01T00:00:00","1999-01-01T00:00:00",NULL,"1999-E-WASHINGTON",NULL
"L'im-matériel, galerie épisodique","Galerie épisodique, 1 rue des Nanettes, 75011 - Paris (FRA)","groupe","2016-12-08T00:00:00","2017-01-07T00:00:00","Jonathan Taieb et Gaya Goldcymer","2016-E-PARISEPISODIQUE",NULL
"L'invention du monde","Centre Georges Pompidou, Paris (FRA)","groupe","2003-01-01T00:00:00","2003-01-01T00:00:00",NULL,"2003-E-PARISPOMPIDOU",NULL
"L'oeil de la machine 2019","Musée Ingres Bourdelle, 19 rue de l'Hôtel de ville, 82000 Montauban","perso","2019-12-14T00:00:00","2019-12-15T00:00:00",NULL,"2019-E-MONTAUBAN",NULL
"L'original multiple","Bibliothèque nationale de France, Paris (FRA)","groupe","2005-01-01T00:00:00","2005-01-01T00:00:00",NULL,"2005-E-PARISBNF",NULL
"L'Origine du Monde","Grand Palais, Art Paris Art Fair, Paris","groupe","2014-03-26T00:00:00","2014-03-29T00:00:00",NULL,"2014-E-PARISGPALAIS",NULL
"La 5e Nuit des jeunes créateurs","Palais des Congrès de Paris, Paris (FRA)","groupe","1991-01-01T00:00:00","1991-01-01T00:00:00",NULL,"1991-E-PARISPCONGRES",NULL
"La Croisée des Réseaux","Bourse de Commerce de Paris, Paris (FRA)","perso","2003-10-04T00:00:00","2003-10-05T00:00:00",NULL,"2003-E-PARISBOURSECOMM","sites/default/files/media/images/2003-e-parisbcommerce-2_3.jpg,sites/default/files/media/images/2003-e-parisbcommerce-3_2.jpg,sites/default/files/media/images/2003-e-parisbcommerce-4_2.jpg,sites/default/files/media/images/2003-e-parisbcommerce-5_1.jpg,sites/default/files/media/images/2003-e-parisbcommerce-1_2.jpg"
"La force de l'esprit","Espace Pierre Cardin, Paris (FRA)","groupe","2002-01-01T00:00:00","2002-01-01T00:00:00",NULL,"2002-E-PARISCARDIN",NULL
"La ligne d'ombre parfois se brise...","Galerie Lélia Mordoch, 50 rue Mazarine 75006 Paris (FRA)","groupe","2017-01-26T00:00:00","2017-03-18T00:00:00","Galerie Lélia Mordoch","2017-E-PARISMORDOCH",NULL
"La Passerelle des Pixels","Maternité de l'hôpital Trousseau","perso","1950-01-01T00:00:00","1950-01-01T00:00:00","-","2007-E-PARISMATERNITE","sites/default/files/media/images/2007-e-parismaternite-1.jpg,sites/default/files/media/images/2007-e-parismaternite-2.jpg,sites/default/files/media/images/2007-e-parismaternite-3.jpg,sites/default/files/media/images/2007-e-parismaternite-4.jpg,sites/default/files/media/images/2007-e-parismaternite-5.jpg,sites/default/files/media/images/2007-e-parismaternite-6.jpg,sites/default/files/media/images/2007-e-parismaternite-7.jpg"
"La peur de la couleur","Galerie Perimeter, Paris","groupe","2012-04-25T00:00:00","2012-07-07T00:00:00",NULL,"2012-E-PARISPERIMETER","sites/default/files/media/images/2012-e-parisperimeter-1.jpg,sites/default/files/media/images/2012-e-parisperimeter-2.jpg,sites/default/files/media/images/2012-e-parisperimeter-3.jpg,sites/default/files/media/images/2012-e-parisperimeter-4.jpg,sites/default/files/media/images/2012-e-parisperimeter-5.jpg,sites/default/files/media/images/2012-e-parisperimeter-6.jpg"
"La photo à la rescousse de l'art","Centre d'art du Lubéron, Apt","groupe","1988-01-01T00:00:00","1988-01-01T00:00:00",NULL,"1988-E-APT",NULL
"La Photographie comme objet","Galerie Ghislave, Paris (FRA)","groupe","1991-01-01T00:00:00","1991-01-01T00:00:00",NULL,"1991-E-PARISGHISLAVE",NULL
"La Plastica come materiale nobile","Studio Lattuada, Milan (ITA)","groupe","1996-01-01T00:00:00","1996-01-01T00:00:00",NULL,"1996-E-MILAN",NULL
"La Poste inspire les artistes","Musée de la Poste, Paris (FRA)","groupe","2008-03-11T00:00:00","2008-10-31T00:00:00","Musée de la poste","2008-E-PARISMPOSTE",NULL
"La rencontre des deux mondes","Casa de Velazquez, Madrid (ESP)","perso","1992-05-01T00:00:00","1992-05-31T00:00:00","Michel Sarre assisté de Louis Chavanat","1992-E-MADRIDCVELAZQUEZ","sites/default/files/media/images/1992-e-madrid4.jpg,sites/default/files/media/images/1992-e-madrid3.jpg,sites/default/files/media/images/1992-e-madrid2.jpg"
"La vague des Pixels","Cour intérieure du Château comtal de la Cité de Carcassonne","perso","2012-05-18T00:00:00","2012-05-25T00:00:00",NULL,"2012-E-CARCASSONNE","sites/default/files/media/images/2012-e-carcassonne-5.jpg,sites/default/files/media/images/2012-e-carcassonne-2.jpg,sites/default/files/media/images/2012-e-carcassonne-3.jpg,sites/default/files/media/images/2012-e-carcassonne-4.jpg,sites/default/files/media/images/2012-e-carcassonne-6.jpg,sites/default/files/media/images/2012-e-carcassonne-1.jpg"
"La Vidéo casse le Baroque","Centre Wallonie-Bruxelles, Paris (FRA)","groupe","1990-01-01T00:00:00","1990-01-01T00:00:00",NULL,"1990-E-PARISWALLONIE",NULL
"La Ville","Centre Georges Pompidou, Paris (FRA","groupe","1994-01-01T00:00:00","1994-01-01T00:00:00",NULL,"1994-E-PARISPOMPIDOU",NULL
"La Ville moderne en Europe 1870-1996","Museum of contemporary art, Tokyo (JPN)","groupe","1996-01-01T00:00:00","1996-01-01T00:00:00",NULL,"1996-E-TOKYO",NULL
"Labyrinthe","Galerie Yaki Kornblit, Nassaukade 162-163, 1053 LL Amsterdam (NLD)","perso","1991-02-09T00:00:00","1991-03-09T00:00:00",NULL,"1991-E-AMSTERDAM","sites/default/files/media/images/1991-e-amsterdamv.jpg"
"lafayette","Galerie des Galeries Lafayette, Paris (FRA)","perso","1950-01-01T00:00:00","1950-01-01T00:00:00","-","2007-E-PARISGLAFAYETTE","sites/default/files/media/images/2007-e-parisglafayette-2.jpg,sites/default/files/media/images/2007-e-parisglafayette-3.jpg,sites/default/files/media/images/2007-e-parisglafayette-4.jpg,sites/default/files/media/images/2007-e-parisglafayette-5.jpg,sites/default/files/media/images/2007-e-parisglafayette-1.jpg"
"Lapis","Centro d'Arte, Taormina (ITA)","groupe","1991-01-01T00:00:00","1991-01-01T00:00:00",NULL,"1991-E-TAORMINA",NULL
"Le 3 maison Saint-Honoré","Le 3 maison Saint-Honoré, 3 rue Duphot, 75001 Paris","groupe","2012-11-16T00:00:00","2012-11-18T00:00:00","Sur une proposition de la galeriste Leïla Voight et avec les collectionneurs Fabrice et Isabelle de Ponfrache","2012-E-PARIS3SAINTHONORE",NULL
"Le chiffre","Carré des arts, Parc Floral, Paris","groupe","1988-10-18T00:00:00","1988-12-20T00:00:00","-","1988-E-PARISCARREDESARTS",NULL
"Le combat des images","Granit Centre d'art contemporain, Montbéliard","groupe","1988-01-01T00:00:00","1988-01-01T00:00:00","-","1988-E-MONTBELIARDCAC",NULL
"Le grand Pari(s) de l'art contemporain","Abbaye de Maubuisson, Saint-Ouen-l'Aumône (FRA)","groupe","2010-01-01T00:00:00","2010-01-01T00:00:00",NULL,"2010-E-MAUBUISSON","sites/default/files/media/images/2010-e-maubuisson-7.jpg,sites/default/files/media/images/2010-e-maubuisson-6.jpg,sites/default/files/media/images/2010-e-maubuisson-5.jpg,sites/default/files/media/images/2010-e-maubuisson-4.jpg,sites/default/files/media/images/2010-e-maubuisson-3.jpg,sites/default/files/media/images/2010-e-maubuisson-2.jpg,sites/default/files/media/images/2010-e-maubuisson-1.jpg"
"Le mois des arts actuels","Espace Lino Ventura, Torcy (FRA)","groupe","2001-01-01T00:00:00","2001-01-01T00:00:00",NULL,"2001-E-TORCY",NULL
"Le mouvement dans l'art","Musée municipal, Saint-Cloud","groupe","1988-01-01T00:00:00","1988-01-01T00:00:00",NULL,"1988-E-STCLOUD",NULL
"Le temps fractal","Galerie Renos Xippas, 108 rue Vieille-du-Temple, 75003 Paris (FRA)","groupe","2000-06-17T00:00:00","2000-07-29T00:00:00","H.-F. Debailleux","2000-E-PARISXIPPAS","sites/default/files/media/images/2000-e-parisxippasv.jpg,sites/default/files/media/images/2000-e-parisxippasr.jpg"
"Les 1-0-1 Dalmatiens","Le cent quatre, Paris","perso","2014-03-05T00:00:00","2014-03-05T00:00:00",NULL,"2014-E-PARIS104",NULL
"Les 100 sourires de Monna Lisa","Metropolitan Art Museum, Tokyo (JPN)","groupe","2000-01-01T00:00:00","2000-01-01T00:00:00","Jean-Michel Ribettes","2000-E-TOKYO",NULL
"Les 101 communes de l'art -  L'été du territoire","Maison des arts, Belfort","groupe","1988-01-01T00:00:00","1988-01-01T00:00:00",NULL,"1988-E-BELFORTMDARTS",NULL
"Les Centaures - La collection","Château-Musée, Boulogne-sur-Mer (FRA)","groupe","2002-01-01T00:00:00","2002-01-01T00:00:00",NULL,"2002-E-BOULOGNESURMER2",NULL
"Les Couleurs de l'argent","Musée de la Poste, Paris (FRA)","groupe","1991-01-01T00:00:00","1991-01-01T00:00:00",NULL,"1991-E-PARISMPOSTE",NULL
"Les matériaux de la sculpture","Musée de l'Arles et de la Provence Antique, Arles (FRA)","groupe","2003-01-01T00:00:00","2003-01-01T00:00:00",NULL,"2003-E-ARLES",NULL
"Les Métamorphoses du Virtuel, 100 ans d’art et de liberté","Officina delle Zattere, Venise (ITA)","groupe","2013-10-14T00:00:00","2013-10-14T00:00:00",NULL,"2013-E-VENISE",NULL
"Les Nuits Savoureuses","Festival d'arts multimédia urbains, Belfort (FRA)","groupe","1999-01-01T00:00:00","1999-01-01T00:00:00",NULL,"1999-E-BELFORT",NULL
"Les Off Art & Design Végétal","Galerie VIA Rive Droite, 120 avenue Ledru-Rollin, 75011 Paris (FRA)","groupe","2016-05-30T00:00:00","2016-06-15T00:00:00","Carole Locatelli et Hugues Charuit (agence Carole Communication)","2016-E-VIAPARIS","sites/default/files/media/images/index_0.jpg,sites/default/files/media/images/indeex_0.jpg"
"Les représentations de l'espace","CNES, 2 Place Maurice Quentin, 75001 Paris","groupe","2007-02-01T00:00:00","2007-02-02T00:00:00","CNES","2007-E-PARISCNES","sites/default/files/media/images/2007-e-pariscnes1.png"
"Les sentiers de la sculpture","Polo Club Saint-Tropez, France","groupe","2011-06-24T00:00:00","2011-10-03T00:00:00","Valérie Penven","2011-E-POLOCLUBSAINTTROPEZ",NULL
"Libérons la fleur !","Galerie Martine et Thibault de la Châtre, Paris (FRA)","groupe","2013-10-14T00:00:00","2013-10-14T00:00:00",NULL,"2013-E-PARISCHATRE",NULL
"Lisbonne","Lisbonne","perso","1950-01-01T00:00:00","1950-01-01T00:00:00","-","2009-E-LISBONNE","sites/default/files/media/images/2009-e-lisbonne-4.jpg,sites/default/files/media/images/2009-e-lisbonne-3.jpg,sites/default/files/media/images/2009-e-lisbonne-2.jpg,sites/default/files/media/images/2009-e-lisbonne-1.jpg"
"Living Codes","PaciArte contemporary, Via Trieste 48, Brescia (ITA)","groupe","2010-12-18T00:00:00","2011-02-08T00:00:00","Domenico Quaranta","2010-E-PACIARTEBRESCIA",NULL
"Livre de la vie","Beyrouth (LBN)","perso","2005-01-01T00:00:00","2005-01-01T00:00:00",NULL,"2005-E-BEYROUTH",NULL
"Logo and non logo","Thread waxing space gallery, New York (USA)","groupe","1994-01-01T00:00:00","1994-01-01T00:00:00",NULL,"1994-E-NEWYORK",NULL
"Lumière London","Oxford Circus, Festival Lumière London, Londres, (UK)","perso","2018-01-18T00:00:00","2018-01-21T00:00:00","Artichoke","2018-E-LONDONCIRCUS",NULL
"Machine Vision","Galérie Lélia Mordoch, 50 rue Mazarine, Paris (F)","perso","2019-03-29T00:00:00","2019-05-25T00:00:00",NULL,"2019-E-PARISMORDOCH",NULL
